357 , 89 , 126419 , 2
358 , 86 , 58518 , 1
359 , 32 , 12396 , 4
360 , 95 , 31917 , 1
361 , 82 , 132758 , 4
362 , 63 , 99875 , 2
363 , 53 , 60925 , 4
364 , 37 , 2679 , 3
365 , 87 , 143465 , 2
366 , 16 , 53416 , 1
367 , 98 , 140733 , 1
368 , 57 , 34288 , 2
369 , 51 , 112014 , 4
370 , 55 , 50275 , 3
371 , 83 , 122516 , 3
372 , 94 , 110357 , 3
373 , 96 , 84939 , 2
374 , 98 , 24916 , 3
375 , 39 , 102034 , 3
376 , 33 , 14553 , 4
377 , 98 , 99976 , 1
378 , 11 , 83363 , 3
379 , 32 , 49252 , 1
380 , 76 , 43363 , 1
381 , 82 , 97573 , 2
382 , 64 , 6999 , 4
383 , 92 , 89678 , 1
384 , 71 , 22954 , 3
385 , 64 , 7044 , 4
386 , 32 , 141141 , 4
387 , 19 , 2416 , 2
388 , 59 , 6405 , 1
389 , 92 , 53715 , 2
390 , 76 , 55750 , 1
391 , 14 , 122221 , 3
392 , 68 , 8295 , 4
393 , 93 , 47815 , 2
394 , 66 , 27392 , 2
395 , 9 , 30047 , 4
396 , 87 , 32890 , 3
397 , 94 , 15653 , 2
398 , 80 , 15523 , 1
399 , 78 , 42837 , 3
400 , 11 , 148548 , 4
401 , 39 , 147697 , 2
402 , 29 , 95283 , 3
403 , 6 , 12056 , 3
404 , 46 , 105488 , 1
405 , 14 , 130989 , 3
406 , 47 , 7244 , 1
407 , 13 , 51602 , 4
408 , 4 , 7010 , 2
409 , 44 , 66472 , 1
410 , 90 , 48961 , 4
411 , 55 , 24527 , 4
412 , 70 , 102673 , 3
413 , 98 , 124808 , 2
414 , 54 , 90122 , 3
415 , 69 , 33600 , 2
416 , 64 , 20920 , 3
417 , 22 , 100052 , 1
418 , 72 , 85335 , 2
419 , 81 , 28645 , 4
420 , 87 , 14133 , 1
421 , 4 , 145118 , 3
422 , 65 , 49680 , 3
423 , 57 , 66454 , 1
424 , 76 , 98921 , 2
425 , 90 , 78624 , 4
426 , 99 , 111781 , 4
427 , 10 , 142451 , 2
428 , 42 , 100683 , 2
429 , 33 , 77642 , 1
430 , 90 , 40505 , 4
431 , 36 , 7397 , 1
432 , 90 , 29634 , 2
433 , 23 , 63743 , 4
434 , 50 , 65864 , 2
435 , 62 , 100996 , 2
436 , 64 , 36272 , 4
437 , 43 , 61898 , 4
438 , 82 , 56348 , 1
439 , 87 , 8635 , 2
440 , 56 , 68799 , 2
441 , 81 , 64622 , 3
442 , 21 , 6713 , 2
443 , 30 , 142108 , 1
444 , 59 , 75865 , 1
445 , 40 , 80698 , 1
446 , 33 , 109230 , 4
447 , 96 , 118473 , 3
448 , 64 , 61178 , 2
449 , 85 , 50072 , 4
450 , 32 , 139175 , 4
451 , 76 , 113919 , 3
452 , 6 , 94838 , 3
453 , 28 , 43876 , 1
454 , 49 , 34438 , 3
455 , 50 , 27405 , 4
456 , 73 , 132984 , 3
457 , 43 , 64472 , 4
458 , 10 , 108735 , 1
459 , 81 , 134441 , 2
460 , 73 , 133965 , 4
461 , 97 , 43456 , 4
462 , 86 , 105967 , 4
463 , 98 , 83429 , 4
464 , 21 , 40143 , 3
465 , 55 , 136845 , 4
466 , 6 , 127356 , 3
467 , 26 , 113845 , 3
468 , 99 , 108444 , 2
469 , 23 , 16251 , 2
470 , 41 , 33741 , 1
471 , 41 , 101056 , 2
472 , 72 , 81171 , 2
473 , 70 , 7387 , 2
474 , 27 , 67085 , 1
475 , 37 , 91814 , 4
476 , 62 , 699 , 4
477 , 63 , 88257 , 2
478 , 53 , 52217 , 1
479 , 47 , 2841 , 2
480 , 42 , 98166 , 4
481 , 75 , 71455 , 1
482 , 45 , 88176 , 2
483 , 62 , 28613 , 1
484 , 57 , 6042 , 2
485 , 60 , 40931 , 4
486 , 44 , 11742 , 2
487 , 80 , 105479 , 1
488 , 5 , 77696 , 3
489 , 99 , 24501 , 4
490 , 15 , 74224 , 4
491 , 56 , 114060 , 2
492 , 46 , 48573 , 4
493 , 98 , 137583 , 1
494 , 16 , 84458 , 3
495 , 64 , 76253 , 4
496 , 32 , 7890 , 4
497 , 92 , 125345 , 1
498 , 35 , 125780 , 3
499 , 90 , 140439 , 2
500 , 69 , 116643 , 1
501 , 39 , 61682 , 3
502 , 43 , 126799 , 1
503 , 28 , 17645 , 1
504 , 8 , 1898 , 3
505 , 66 , 98764 , 3
506 , 60 , 114179 , 3
507 , 64 , 58618 , 3
508 , 64 , 21838 , 4
509 , 76 , 95123 , 3
510 , 18 , 30546 , 1
511 , 50 , 122439 , 4
512 , 12 , 38539 , 2
513 , 49 , 60486 , 3
514 , 37 , 39571 , 2
515 , 50 , 10156 , 2
516 , 40 , 6975 , 1
517 , 55 , 84199 , 3
518 , 58 , 1538 , 2
519 , 25 , 42614 , 4
520 , 80 , 104431 , 4
521 , 10 , 133863 , 3
522 , 85 , 109072 , 3
523 , 84 , 134535 , 4
524 , 61 , 12348 , 2
525 , 2 , 148201 , 2
526 , 49 , 95967 , 4
527 , 2 , 61764 , 3
528 , 2 , 87900 , 1
529 , 33 , 118835 , 1
530 , 43 , 44805 , 1
531 , 98 , 68570 , 3
532 , 77 , 79637 , 3
533 , 61 , 17813 , 4
534 , 65 , 23629 , 4
535 , 84 , 9635 , 1
536 , 50 , 1616 , 1
537 , 35 , 22959 , 2
538 , 17 , 95372 , 4
539 , 82 , 32389 , 2
540 , 47 , 81820 , 2
541 , 60 , 45416 , 3
542 , 3 , 53405 , 1
543 , 6 , 78485 , 3
544 , 12 , 144567 , 4
545 , 67 , 134434 , 3
546 , 7 , 120289 , 3
547 , 60 , 49571 , 3
548 , 40 , 107916 , 2
549 , 48 , 7957 , 1
550 , 85 , 29156 , 3
551 , 80 , 111290 , 2
552 , 89 , 36359 , 2
553 , 19 , 57453 , 4
554 , 52 , 60534 , 3
555 , 11 , 52838 , 1
556 , 38 , 135865 , 4
557 , 62 , 117490 , 2
558 , 14 , 6834 , 2
559 , 2 , 65952 , 1
560 , 13 , 90602 , 2
561 , 69 , 130611 , 3
562 , 28 , 126923 , 1
563 , 83 , 136812 , 1
564 , 47 , 38108 , 3
565 , 63 , 147441 , 3
566 , 29 , 46556 , 1
567 , 22 , 41673 , 2
568 , 4 , 147613 , 1
569 , 88 , 86842 , 4
570 , 52 , 83674 , 2
571 , 93 , 78133 , 2
572 , 92 , 52573 , 1
573 , 98 , 118588 , 4
574 , 99 , 64657 , 1
575 , 53 , 59920 , 4
576 , 45 , 43233 , 1
577 , 45 , 24764 , 1
578 , 12 , 50085 , 3
579 , 42 , 2298 , 3
580 , 37 , 125666 , 4
581 , 16 , 22141 , 4
582 , 6 , 31941 , 1
583 , 61 , 10668 , 2
584 , 80 , 116800 , 3
585 , 2 , 65002 , 1
586 , 61 , 29461 , 1
587 , 15 , 112519 , 3
588 , 9 , 46786 , 3
589 , 82 , 64448 , 2
590 , 2 , 65111 , 4
591 , 13 , 113446 , 1
592 , 12 , 74315 , 4
593 , 19 , 117927 , 1
594 , 96 , 6614 , 1
595 , 18 , 8109 , 1
596 , 5 , 6653 , 1
597 , 30 , 146372 , 2
598 , 32 , 114223 , 2
599 , 10 , 135503 , 4
600 , 35 , 138130 , 4
601 , 17 , 37814 , 4
602 , 41 , 118943 , 4
603 , 91 , 44430 , 3
604 , 86 , 12098 , 2
605 , 81 , 23632 , 4
606 , 14 , 23438 , 4
607 , 0 , 15061 , 2
608 , 32 , 56232 , 2
609 , 14 , 101816 , 3
610 , 25 , 31501 , 2
611 , 94 , 88278 , 2
612 , 46 , 71482 , 3
613 , 68 , 71089 , 3
614 , 52 , 62857 , 3
615 , 86 , 60051 , 1
616 , 23 , 107860 , 2
617 , 53 , 138193 , 2
618 , 13 , 35130 , 1
619 , 72 , 4857 , 1
620 , 70 , 100839 , 3
621 , 0 , 149770 , 3
622 , 2 , 28131 , 4
623 , 4 , 90175 , 4
624 , 37 , 89217 , 3
625 , 40 , 162 , 4
626 , 11 , 5590 , 3
627 , 53 , 6308 , 1
628 , 11 , 63431 , 3
629 , 78 , 73069 , 1
630 , 17 , 145519 , 2
631 , 19 , 104254 , 4
632 , 45 , 8757 , 2
633 , 96 , 194 , 1
634 , 47 , 51049 , 3
635 , 65 , 137549 , 3
636 , 24 , 60533 , 2
637 , 64 , 146814 , 3
638 , 2 , 79536 , 1
639 , 59 , 65458 , 3
640 , 53 , 74817 , 4
641 , 73 , 147781 , 3
642 , 85 , 128891 , 2
643 , 1 , 71662 , 4
644 , 78 , 41075 , 2
645 , 71 , 49896 , 1
646 , 80 , 68403 , 2
647 , 13 , 47043 , 1
648 , 93 , 53956 , 3
649 , 80 , 54305 , 1
650 , 97 , 28693 , 3
651 , 52 , 85028 , 4
652 , 11 , 145928 , 1
653 , 38 , 58714 , 2
654 , 39 , 71933 , 1
655 , 29 , 76524 , 2
656 , 18 , 7798 , 4
657 , 37 , 65309 , 1
658 , 94 , 124168 , 3
659 , 9 , 54035 , 4
660 , 22 , 22700 , 3
661 , 52 , 103767 , 3
662 , 81 , 55420 , 2
663 , 67 , 29770 , 2
664 , 50 , 138408 , 1
665 , 60 , 66317 , 2
666 , 80 , 148981 , 2
667 , 80 , 40577 , 3
668 , 48 , 63397 , 2
669 , 20 , 114614 , 4
670 , 33 , 46409 , 3
671 , 23 , 50017 , 4
672 , 23 , 121523 , 4
673 , 80 , 118838 , 1
674 , 14 , 120049 , 4
675 , 11 , 99952 , 4
676 , 63 , 128560 , 1
677 , 96 , 88298 , 4
678 , 27 , 38993 , 4
679 , 73 , 75994 , 2
680 , 68 , 119999 , 1
681 , 90 , 75205 , 1
682 , 33 , 104263 , 3
683 , 12 , 41513 , 2
684 , 41 , 133218 , 3
685 , 76 , 24265 , 3
686 , 97 , 65076 , 3
687 , 82 , 3120 , 4
688 , 5 , 32943 , 3
689 , 95 , 111994 , 4
690 , 65 , 70562 , 3
691 , 79 , 131560 , 3
692 , 46 , 88536 , 3
693 , 60 , 143873 , 3
694 , 14 , 136407 , 4
695 , 4 , 141381 , 4
696 , 56 , 94665 , 2
697 , 25 , 24540 , 1
698 , 22 , 114761 , 2
699 , 13 , 46246 , 1
700 , 44 , 49737 , 1
701 , 49 , 6761 , 3
702 , 58 , 141212 , 4
703 , 63 , 88927 , 2
704 , 85 , 30936 , 1
705 , 25 , 24976 , 2
706 , 79 , 83555 , 2
707 , 47 , 127845 , 4
708 , 7 , 15985 , 4
709 , 53 , 87157 , 1
710 , 66 , 32007 , 1
711 , 12 , 122591 , 3
712 , 97 , 98131 , 2
713 , 55 , 72341 , 4
714 , 95 , 143870 , 3
715 , 94 , 81845 , 2
716 , 74 , 87255 , 3
717 , 87 , 134127 , 1
718 , 38 , 133903 , 2
719 , 69 , 145217 , 3
720 , 64 , 24979 , 2
721 , 23 , 144593 , 4
722 , 45 , 118808 , 2
723 , 33 , 128365 , 2
724 , 4 , 139795 , 1
725 , 75 , 81568 , 3
726 , 5 , 102158 , 1
727 , 12 , 91094 , 1
728 , 43 , 145381 , 3
729 , 61 , 88194 , 4
730 , 98 , 73165 , 1
731 , 63 , 124796 , 4
732 , 14 , 90892 , 1
733 , 33 , 92124 , 4
734 , 66 , 111330 , 4
735 , 5 , 114713 , 1
736 , 45 , 42439 , 3
737 , 78 , 100473 , 1
738 , 26 , 128056 , 2
739 , 66 , 27655 , 1
740 , 71 , 45035 , 3
741 , 81 , 145042 , 3
742 , 78 , 20331 , 4
743 , 7 , 144927 , 3
744 , 93 , 38536 , 3
745 , 48 , 39649 , 4
746 , 5 , 149373 , 4
747 , 2 , 140888 , 2
748 , 45 , 66306 , 1
749 , 48 , 51039 , 3
750 , 96 , 143743 , 2
751 , 52 , 118925 , 2
752 , 92 , 77429 , 3
753 , 93 , 132527 , 4
754 , 64 , 147641 , 2
755 , 4 , 23773 , 3
756 , 62 , 143311 , 3
757 , 27 , 49183 , 1
758 , 42 , 5461 , 1
759 , 47 , 3219 , 3
760 , 92 , 42588 , 2
761 , 83 , 71316 , 1
762 , 39 , 136008 , 3
763 , 93 , 92118 , 3
764 , 19 , 96871 , 1
765 , 84 , 75998 , 2
766 , 8 , 8633 , 3
767 , 26 , 18199 , 1
768 , 32 , 26698 , 4
769 , 72 , 78408 , 2
770 , 23 , 99396 , 3
771 , 60 , 80571 , 4
772 , 32 , 53174 , 3
773 , 73 , 90267 , 2
774 , 59 , 72197 , 3
775 , 86 , 107011 , 4
776 , 67 , 72432 , 4
777 , 26 , 31558 , 1
778 , 48 , 93023 , 1
779 , 61 , 40483 , 4
780 , 32 , 16660 , 2
781 , 99 , 126866 , 2
782 , 21 , 132564 , 1
783 , 62 , 58719 , 4
784 , 2 , 141157 , 4
785 , 39 , 126568 , 3
786 , 78 , 63189 , 3
787 , 66 , 4105 , 2
788 , 51 , 96516 , 4
789 , 31 , 91577 , 1
790 , 95 , 97902 , 3
791 , 66 , 139888 , 2
792 , 5 , 40352 , 1
793 , 95 , 76047 , 4
794 , 85 , 28688 , 3
795 , 62 , 69804 , 4
796 , 15 , 67481 , 4
797 , 89 , 71527 , 1
798 , 89 , 79352 , 2
799 , 75 , 107986 , 2
800 , 61 , 51704 , 1
801 , 98 , 82151 , 1
802 , 16 , 86313 , 1
803 , 46 , 126845 , 3
804 , 48 , 24843 , 3
805 , 71 , 109541 , 1
806 , 92 , 104976 , 3
807 , 6 , 102271 , 4
808 , 25 , 30257 , 3
809 , 31 , 26326 , 4
810 , 4 , 131119 , 3
811 , 4 , 30036 , 3
812 , 11 , 12095 , 4
813 , 23 , 26211 , 3
814 , 13 , 80251 , 1
815 , 52 , 22805 , 3
816 , 67 , 29392 , 4
817 , 49 , 104611 , 1
818 , 77 , 73451 , 1
819 , 25 , 33075 , 3
820 , 37 , 117535 , 1
821 , 82 , 54707 , 3
822 , 28 , 52309 , 1
823 , 32 , 21847 , 3
824 , 22 , 48230 , 4
825 , 55 , 98136 , 4
826 , 57 , 7278 , 4
827 , 46 , 58542 , 1
828 , 85 , 95097 , 2
829 , 64 , 4443 , 3
830 , 26 , 120725 , 4
831 , 25 , 39474 , 1
832 , 24 , 139748 , 4
833 , 6 , 82026 , 2
834 , 21 , 86445 , 1
835 , 78 , 98843 , 2
836 , 60 , 64757 , 4
837 , 97 , 46999 , 1
838 , 85 , 105375 , 4
839 , 42 , 64162 , 4
840 , 45 , 44076 , 1
841 , 63 , 145366 , 1
842 , 33 , 135316 , 4
843 , 42 , 28058 , 2
844 , 85 , 92957 , 4
845 , 49 , 72979 , 1
846 , 27 , 70958 , 3
847 , 53 , 57939 , 4
848 , 58 , 105601 , 2
849 , 64 , 110951 , 4
850 , 68 , 99851 , 2
851 , 82 , 139965 , 2
852 , 87 , 123952 , 3
853 , 58 , 54458 , 4
854 , 49 , 133364 , 2
855 , 87 , 137487 , 2
856 , 35 , 119048 , 1
857 , 11 , 87333 , 4
858 , 90 , 110698 , 1
859 , 0 , 5447 , 1
860 , 17 , 116716 , 1
861 , 58 , 139962 , 1
862 , 86 , 122449 , 1
863 , 21 , 87262 , 2
864 , 14 , 85044 , 1
865 , 43 , 25542 , 4
866 , 46 , 70042 , 3
867 , 79 , 40449 , 2
868 , 61 , 125737 , 3
869 , 26 , 26382 , 2
870 , 21 , 101945 , 2
871 , 80 , 74296 , 3
872 , 33 , 95137 , 2
873 , 42 , 20558 , 4
874 , 3 , 21715 , 4
875 , 42 , 107059 , 1
876 , 63 , 80523 , 1
877 , 38 , 138716 , 3
878 , 40 , 77014 , 3
879 , 54 , 36215 , 2
880 , 15 , 84246 , 4
881 , 65 , 138322 , 4
882 , 14 , 34306 , 3
883 , 54 , 93346 , 4
884 , 28 , 121006 , 1
885 , 16 , 40403 , 1
886 , 62 , 135427 , 3
887 , 41 , 67836 , 3
888 , 46 , 131608 , 1
889 , 40 , 66686 , 1
890 , 44 , 48752 , 1
891 , 86 , 139452 , 2
892 , 67 , 93748 , 2
893 , 28 , 103107 , 2
894 , 80 , 1418 , 1
895 , 66 , 72844 , 4
896 , 35 , 1245 , 4
897 , 9 , 11580 , 2
898 , 53 , 47038 , 2
899 , 99 , 68157 , 2
900 , 36 , 59182 , 1
901 , 92 , 10255 , 3
902 , 63 , 127193 , 1
903 , 17 , 87699 , 2
904 , 95 , 88349 , 3
905 , 65 , 23487 , 2
906 , 46 , 100708 , 4
907 , 71 , 144316 , 2
908 , 1 , 115920 , 4
909 , 99 , 95840 , 4
910 , 35 , 80405 , 1
911 , 39 , 83527 , 1
912 , 56 , 115835 , 3
913 , 33 , 148005 , 2
914 , 35 , 111541 , 1
915 , 4 , 59348 , 1
916 , 51 , 142564 , 2
917 , 18 , 54017 , 1
918 , 27 , 40569 , 4
919 , 44 , 99609 , 2
920 , 54 , 136671 , 2
921 , 73 , 101757 , 4
922 , 90 , 19599 , 3
923 , 25 , 128613 , 4
924 , 40 , 107205 , 3
925 , 44 , 36259 , 1
926 , 95 , 85834 , 3
927 , 97 , 63003 , 1
928 , 50 , 59935 , 3
929 , 90 , 89462 , 4
930 , 16 , 14150 , 3
931 , 77 , 73580 , 3
932 , 49 , 111599 , 4
933 , 44 , 24656 , 2
